,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
139,b,-0.44425791450359126,-0.7568120826989018,u,g,q,v,-0.11679718030454868,t,f,-0.5412592313176405,t,g,0.5789149578504877,-0.1827731000827898,+
140,a,0.8377114092852825,0.36061499024976246,u,g,q,v,-0.5027833597678316,t,t,0.14505415846950548,t,g,-0.22302291897990217,-0.1827731000827898,+
141,b,0.9779928250723311,-0.020326057346373078,u,g,q,v,0.757075530000324,t,f,-0.5412592313176405,f,s,-1.0843636015014322,-0.1827731000827898,+
142,b,0.9078521171788069,-0.9183310868796632,u,g,i,h,0.9253655042463154,t,f,-0.5412592313176405,f,g,1.2917486261441677,-0.1827731000827898,+
143,b,0.6610920363967691,0.259030710890793,u,g,m,v,-0.2588400943470368,t,t,0.6025964183276028,t,g,-0.44281330003712016,0.012679100694470292,+
144,b,-0.09186423749636612,-0.8583963620578713,u,g,c,v,-0.11679718030454868,t,t,1.9752231979018946,f,g,-0.8942746232897841,-0.0865614424531449,+
145,b,-0.3597510375234414,-0.6552278033399324,y,p,w,v,-0.54138197771416,t,f,-0.5412592313176405,t,g,0.4601093464682078,0.006977669131232077,+
146,a,-1.050172222451266,0.9782474087522967,u,g,aa,v,-0.6309307713496416,t,f,-0.5412592313176405,f,g,-0.49033554459003215,-0.1827731000827898,+
147,b,-0.6200322186223028,-0.6552278033399324,u,g,d,h,-0.07819856235822038,t,t,0.8313675482566515,f,g,0.10369251232136781,-0.12451159629594928,+
148,b,-1.1203129303447903,-0.9264578292283808,u,g,q,n,-0.5923321534033134,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.17564631062874203,+
149,a,0.5909513285032447,0.259030710890793,u,g,k,v,-0.3483888879825185,t,f,-0.5412592313176405,t,g,-1.0843636015014322,-0.1827731000827898,+
150,b,-0.14172329491465482,-0.04572212718611545,u,g,w,v,1.658739245226553,t,t,-0.08371697145954318,t,g,0.8759289863061878,-0.1827731000827898,+
151,b,0.9078521171788069,1.0290395484317814,u,g,x,h,1.8007821592690412,t,t,1.2889098081147488,f,g,-1.0843636015014322,-0.1827731000827898,+
152,b,0.7320778130600952,0.3016961082215602,u,g,q,v,-0.6448262738103198,t,t,-0.31248810138859184,f,g,0.10369251232136781,-0.12932217917743152,+
153,a,3.1616505262394043,2.0875477393522432,u,g,e,z,-0.6571778315531449,t,t,2.661536587689041,f,g,-1.0843636015014322,0.418727929838842,+
154,a,0.37968413605287005,-0.7740814101899266,u,g,aa,v,-0.4255861238751751,t,t,0.37382528839855417,f,g,-1.0843636015014322,0.0992695925611507,+
155,b,2.4357364529799166,1.9859634599932738,u,g,ff,ff,4.90102315271813,t,t,2.8903077176180894,t,g,-1.0843636015014322,-0.004603363731595549,+
156,a,-0.0639769680929168,0.36061499024976246,u,g,c,bb,0.5779779427293606,t,t,1.0601386781857,t,g,-1.0843636015014322,0.36331714183362057,+
157,b,0.24616327042423342,-0.6471010609912148,u,g,cc,v,-0.18164285845438022,t,t,-0.31248810138859184,t,g,2.0045822944378475,8.725713717476923,+
158,b,-0.11299095674140358,-0.5871663361694227,u,g,c,h,0.6814222388255206,t,f,-0.5412592313176405,f,g,0.4601093464682078,-0.14713915281255094,+
159,a,-0.1484838450730667,-0.8665231044065889,u,g,k,v,-0.4904318020250066,t,t,0.37382528839855417,f,g,1.1729430147618878,-0.09368823190719267,+
160,b,-0.9369330072978649,0.9193285267240946,u,g,c,v,-0.14304424050805192,t,t,0.14505415846950548,t,g,-0.8467523787368721,-0.17778434746495636,+
161,b,-0.7121447145306665,-0.35047496526302385,u,g,m,v,-0.2588400943470368,t,t,-0.31248810138859184,f,g,0.4601093464682078,-0.0402373110018344,+
162,a,-1.050172222451266,-0.06299145467714025,y,p,c,h,0.2691889991587343,t,f,-0.5412592313176405,f,g,0.34130373508592776,-0.1827731000827898,+
163,a,-0.5710182299738161,-0.8583963620578713,u,g,q,h,-0.19399441619720528,t,f,-0.5412592313176405,f,g,0.5789149578504877,-0.03596123732940574,+
164,b,0.08391006662234549,-0.9264578292283808,y,p,c,h,0.3463862350513909,t,t,-0.31248810138859184,t,g,1.4818376043558157,1.2425847907267642,+
165,b,1.7039068983318189,-0.9518538990681231,u,g,x,h,-0.6448262738103198,t,f,-0.5412592313176405,f,g,-1.0843636015014322,0.35173610897079294,+
166,b,-0.6834123763574153,-0.9599806414168407,u,g,cc,v,-0.6309307713496416,t,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,+
167,b,2.4010886334180555,-0.6471010609912148,u,g,q,v,-0.6185792136068166,t,f,-0.5412592313176405,t,g,0.4601093464682078,-0.1827731000827898,+
168,b,-0.25411744129825403,-0.7822081525386442,u,g,m,v,-0.36074044572534353,t,t,0.14505415846950548,t,g,1.2679875038677118,-0.1827731000827898,+
169,b,-0.2896103296299171,-0.6471010609912148,u,g,w,v,0.5007807068367041,t,t,0.6025964183276028,t,g,-0.49033554459003215,-0.1822385908737362,+
170,b,-0.5431309605703668,-0.4012671049425086,u,g,c,v,0.037597291480764516,t,t,0.8313675482566515,f,g,-0.10610081119270708,-0.07587125827207325,+
171,a,-0.7467925340925277,0.19096924372028343,u,g,q,v,0.14104158757692434,t,t,1.0601386781857,f,g,-0.31806740808572614,0.3975257312130499,+
172,b,-1.0214398842780148,-0.9599806414168407,y,p,m,bb,-0.6571778315531449,f,f,-0.5412592313176405,t,s,1.8857766830555676,-0.1825949303464386,+
173,b,-1.1625663688348653,3.509727650377816,l,gg,ff,o,-0.6571778315531449,f,f,-0.5412592313176405,t,p,1.5887626545998677,17.634200535036634,+
174,b,-0.4298917454169656,-0.909188501737356,u,g,i,bb,-0.6571778315531449,t,f,-0.5412592313176405,t,g,-1.0843636015014322,-0.1827731000827898,+
175,b,-0.7890459725826027,-0.8502696197091537,y,p,x,v,-0.6448262738103198,t,t,-0.31248810138859184,t,g,3.9054720765543274,-0.17226108563806933,+
176,b,0.006163739800607456,3.0018062535829686,u,g,c,v,1.5043447734412398,t,t,3.119078847547138,f,g,-1.0843636015014322,0.7080755816731815,+
177,b,1.9709486295890921,0.9528513389125544,u,g,ff,ff,3.7940147900174344,t,t,1.9752231979018946,t,g,-0.9061551844280121,-0.12932217917743152,+
178,b,0.16165639344408353,-0.34234822291430633,y,p,c,h,-0.027248386669067017,t,t,-0.31248810138859184,t,g,-0.015113099060912188,3.029092737120189,+
179,b,-0.5777787801322279,1.5461035303689363,u,g,q,h,-0.16774735599370205,t,f,-0.5412592313176405,t,g,-0.3715299332077522,-0.1827731000827898,+
180,b,-0.3031314299467408,-0.5536435239809628,u,g,x,h,-0.3483888879825185,t,t,0.37382528839855417,f,g,-0.25272432182547216,1.1613393909506196,+
181,a,-1.3036928533917156,-0.8411270345668465,u,g,c,h,-0.19399441619720528,t,t,-0.08371697145954318,f,g,-0.49033554459003215,-0.1827731000827898,+
182,a,-0.6977785454440409,1.427249923518942,u,g,x,h,-0.5027833597678316,t,t,-0.08371697145954318,t,g,0.6977205692327677,-0.08460157535328176,+
183,a,0.20390983193415846,-0.8837924318976136,u,g,cc,v,-0.54138197771416,f,f,-0.5412592313176405,f,g,0.6977205692327677,-0.17493363168333725,+
184,a,2.8658764568088797,1.8843791806343044,u,g,ff,ff,-0.6571778315531449,t,t,1.9752231979018946,t,g,-1.0843636015014322,0.06666453080888216,+
185,a,-0.5143986223971155,-0.37587103510276626,u,g,x,h,-0.3869875059288468,t,f,-0.5412592313176405,f,g,1.0541374033796078,-0.1827731000827898,+
186,b,0.16165639344408353,-0.7568120826989018,u,g,x,v,-0.4255861238751751,t,t,1.0601386781857,t,g,0.9353317919973277,0.542555896602922,+
187,a,-1.0848200420131273,0.9193285267240946,u,g,q,v,-0.28354320983268694,t,t,0.37382528839855417,f,g,-0.7279467673545921,-0.0865614424531449,+
188,b,-0.691017995285629,1.3764577838394572,u,g,w,h,-0.001001326465563783,t,t,1.9752231979018946,t,g,0.6383177635416277,-0.13217289495905063,+
189,b,-0.6766518261990034,-0.6552278033399324,u,g,q,v,0.07619590942709281,t,t,0.14505415846950548,t,g,-1.0843636015014322,-0.07907831352639474,+
190,b,-0.036089698689467486,-0.9599806414168407,u,g,w,v,-0.2711916520898619,t,t,-0.31248810138859184,f,g,0.1155730734595958,-0.1827731000827898,+
191,a,2.295455037192868,3.306559091659877,u,g,i,bb,2.430711604153119,t,t,2.432765457759992,f,g,-1.0843636015014322,1.0109641334702117,+
192,b,0.5275711707681323,-0.7314160128591594,y,p,d,v,-0.19399441619720528,f,f,-0.5412592313176405,t,g,1.4758973237867017,-0.1827731000827898,+
193,b,-0.6698912760405916,1.4018538536791996,y,p,w,v,-0.3993390636716718,t,f,-0.5412592313176405,t,g,-0.13391871044319217,-0.12932217917743152,+
194,a,-0.8101726918276401,1.3764577838394572,y,p,j,j,-0.6571778315531449,t,t,1.9752231979018946,t,g,-1.0843636015014322,-0.1827731000827898,+
195,b,0.12616350511242044,-0.6552278033399324,u,g,cc,h,1.0411613580853003,t,t,0.14505415846950548,t,g,-1.0843636015014322,-0.1827731000827898,+
196,a,-0.89467956880779,-0.35047496526302385,u,g,q,v,-0.6062276558639915,t,t,0.14505415846950548,f,g,-0.49033554459003215,-0.18170408166468263,+
197,a,1.2315134560127807,1.1732892251215183,u,g,q,v,0.8867668862999871,t,t,1.0601386781857,t,g,-1.0843636015014322,-0.1827731000827898,+
198,a,-0.26848361038487967,2.0875477393522432,y,p,e,z,-0.6571778315531449,t,f,-0.5412592313176405,f,g,-1.0843636015014322,2.1712054565891883,+
199,b,-0.8389050300008913,1.1732892251215183,u,g,c,v,0.2691889991587343,t,f,-0.5412592313176405,t,g,-1.0843636015014322,-0.1827731000827898,+
200,a,1.2458796250994064,-0.14730640654508492,u,g,j,j,-0.6571778315531449,t,f,-0.5412592313176405,f,g,-0.49033554459003215,-0.011730153185643319,+
201,a,-0.6065111183054792,-0.8583963620578713,u,g,q,h,-0.2711916520898619,t,t,-0.31248810138859184,f,g,-1.0843636015014322,-0.06197401883668009,+
202,a,-1.0214398842780148,0.7842214351766653,u,g,cc,h,-0.4255861238751751,t,t,1.0601386781857,f,g,-0.5140966668664881,-0.1827731000827898,+
203,b,0.8512325096021063,-0.9599806414168407,u,g,c,bb,3.974656322006251,t,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,+
204,b,0.26728998966927087,-0.09651426686560019,u,g,i,bb,0.3463862350513909,t,t,-0.08371697145954318,f,g,0.5432732744358038,-0.07408956090856131,+
205,b,0.4574304628746081,-0.29968282558353915,u,g,q,h,2.121922660582493,t,f,-0.5412592313176405,t,g,-0.47845498345180415,-0.06892263855437666,+
206,a,0.8089790711120313,1.0717049457625487,u,g,q,h,-0.11679718030454868,t,f,-0.5412592313176405,f,g,-0.9120954649971261,-0.03364503075684021,+
207,b,-0.3876383069268907,-0.6044356636604475,y,p,c,v,-0.3483888879825185,t,t,0.6025964183276028,t,g,-0.13391871044319217,0.8465134668180594,+
208,b,-0.31073704887495457,-0.5455167816322453,y,p,aa,v,-0.03959994441189208,t,t,0.14505415846950548,t,g,1.1135402090707478,-0.08299804772612102,+
209,b,0.3306701474043833,4.144629396371375,u,g,x,h,-0.155395798250877,t,t,-0.31248810138859184,t,g,1.9748808915922775,-0.09368823190719267,+
210,a,1.104753140542556,-0.9599806414168407,u,g,c,v,0.1147945273734211,t,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,+
211,b,0.198247871176489,-0.14730640654508492,u,g,x,v,0.8867668862999871,t,t,0.14505415846950548,t,g,0.6383177635416277,0.22327572906158188,+
212,b,-0.7966515915108164,-0.909188501737356,u,g,d,h,-0.4518331840786783,t,f,-0.5412592313176405,t,g,-1.0843636015014322,-0.1827731000827898,+
213,a,-1.134679099431416,1.2748735044804878,u,g,x,h,-0.3483888879825185,t,t,1.9752231979018946,f,g,-1.0843636015014322,0.35173610897079294,+
214,b,-0.9090457378944156,-0.46932857211301815,u,g,c,v,-0.03959994441189208,t,t,1.9752231979018946,t,g,0.10369251232136781,0.35173610897079294,+
215,a,-0.23299072205321655,-0.34234822291430633,y,p,x,h,0.12714608511624617,t,t,-0.31248810138859184,f,g,-0.6685439616634521,-0.1827731000827898,+
216,a,0.46419101303301996,0.0812582220125964,u,g,e,v,0.8867668862999871,t,f,-0.5412592313176405,t,g,-1.0843636015014322,0.5299058453219873,+
217,b,-0.8667922994043407,0.013196754842086857,y,p,w,v,0.037597291480764516,t,t,-0.31248810138859184,t,g,-0.6091411559723121,-0.12932217917743152,+
218,a,0.07714951646393364,-0.6633545456886498,u,g,w,v,-0.32214182777901523,t,t,3.119078847547138,f,g,-0.3715299332077522,0.18764178179134303,+
219,b,0.198247871176489,1.1732892251215183,u,g,x,v,1.3499503016559267,t,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,+
220,b,0.16165639344408353,-0.3169521530745639,y,p,x,v,0.3201391748478877,t,t,0.14505415846950548,t,g,1.1729430147618878,-0.1827731000827898,+
221,b,0.6264442168349079,-0.9173152440860736,u,g,k,v,-0.6309307713496416,t,f,-0.5412592313176405,t,g,0.5789149578504877,-0.1827731000827898,+
222,b,-0.19749783372155347,2.0875477393522432,u,g,c,h,0.9902111823961469,t,t,1.9752231979018946,f,g,-1.0843636015014322,0.22398840800698666,+
223,b,0.6965849247284321,-0.09651426686560019,u,g,c,bb,1.3499503016559267,t,t,3.119078847547138,f,g,-0.3893507749150942,0.032812280902155246,+
224,b,-0.25411744129825403,0.0639888945215716,y,p,c,bb,-0.19399441619720528,t,t,1.2889098081147488,t,g,-0.22896319954901617,-0.18152591192833142,+
225,a,0.823345240198657,-0.5455167816322453,y,p,q,h,-0.6185792136068166,t,t,4.720476757050479,t,g,1.6184640574454376,0.037444694047286294,+
226,b,1.4360200983047435,4.1365026540226575,u,g,w,v,-0.11679718030454868,t,t,0.14505415846950548,f,g,-0.3715299332077522,-0.18027872377387308,+
227,b,2.887003176053917,1.2748735044804878,u,g,e,z,5.518601039859383,t,t,1.0601386781857,t,g,-0.9536774289809241,-0.1827731000827898,+
228,b,0.8377114092852825,-0.13917966419636735,u,g,cc,h,1.5043447734412398,t,t,1.2889098081147488,f,g,0.8165261806150478,-0.1827731000827898,+
229,b,0.9923589941589567,-0.9010617593886384,y,p,cc,h,-0.11679718030454868,t,t,1.2889098081147488,f,g,-0.49033554459003215,-0.11595944895109195,+
230,a,-0.3242581491917783,1.9859634599932738,u,g,x,h,0.29543605936223755,t,t,-0.31248810138859184,f,g,-0.3715299332077522,-0.18081323298292665,+
231,b,0.4574304628746081,-0.06299145467714025,y,p,k,v,-0.5799805956604883,t,t,1.746452067972846,t,g,0.8165261806150478,-0.1827731000827898,+
232,a,-0.5498915107287786,1.5796263425573962,u,g,aa,v,-0.19399441619720528,t,t,2.2039943278309435,t,g,-0.3715299332077522,-0.08175085957166266,+
233,b,-0.2473568911398422,0.05586215217285403,u,g,w,v,2.7395005477237455,t,f,-0.5412592313176405,t,g,-0.6685439616634521,-0.1827731000827898,+
234,a,-0.10623040658299174,0.11478103420105633,u,g,e,dd,0.037597291480764516,t,t,0.6025964183276028,t,g,-0.49627582515914614,-0.09368823190719267,+
235,b,0.5132050016815067,0.36061499024976246,u,g,m,h,0.6551751786220172,t,t,2.2039943278309435,t,g,-0.5319175085738301,-0.1827731000827898,+
236,b,0.421937574542945,0.05586215217285403,u,g,c,bb,0.1147945273734211,t,t,0.8313675482566515,f,g,-1.0843636015014322,-0.1173848068419015,+
237,b,0.06954389753571986,-0.14730640654508492,u,g,m,v,0.1147945273734211,t,f,-0.5412592313176405,t,g,1.0541374033796078,-0.1827731000827898,+
238,a,-0.8811584684909662,-0.35047496526302385,u,g,aa,v,-0.6448262738103198,t,f,-0.5412592313176405,f,g,-0.49033554459003215,-0.1827731000827898,+
239,b,0.7320778130600952,-0.8502696197091537,y,p,aa,v,-0.5027833597678316,t,t,0.14505415846950548,f,g,0.10369251232136781,-0.004603363731595549,+
240,b,-0.25411744129825403,0.0812582220125964,u,g,x,v,0.8095696504073305,t,t,-0.08371697145954318,f,g,1.4105542375264477,-0.18152591192833142,+
241,b,1.0768658711391066,-0.5536435239809628,u,g,m,v,-0.11679718030454868,t,t,-0.08371697145954318,t,g,-1.0843636015014322,-0.18010055403752187,+
242,a,-0.9158062880528275,-0.7903348948873617,u,g,q,v,-0.16774735599370205,t,t,-0.31248810138859184,f,g,-1.0843636015014322,-0.1827731000827898,+
243,b,1.013485713403994,-0.35047496526302385,u,g,q,h,1.1955558298706135,t,t,1.9752231979018946,f,g,-0.6091411559723121,-0.1827731000827898,+
244,a,0.7667256326219564,0.571910291316419,y,p,q,h,1.8131337170118662,t,t,2.661536587689041,f,g,-1.0843636015014322,0.22701729352495698,+
245,b,-0.7755248722657789,1.2748735044804878,u,g,cc,v,-0.4518331840786783,t,f,-0.5412592313176405,f,g,-0.49033554459003215,-0.1827731000827898,+
246,b,-0.5143986223971155,0.259030710890793,u,g,c,v,-0.3483888879825185,t,t,0.14505415846950548,f,g,-1.0843636015014322,-0.1827731000827898,+
247,a,-0.2118640028081791,-0.19809854622456965,u,g,c,v,-0.32214182777901523,t,t,-0.31248810138859184,t,g,1.1194804896398618,-0.1827731000827898,+
248,b,2.3867224643314295,-0.4012671049425086,u,g,w,v,-0.11679718030454868,t,t,0.6025964183276028,t,g,-0.7279467673545921,-0.17243925537442054,+
249,b,2.1264412832325683,4.72873900268545,y,p,c,v,8.143307060209708,t,t,8.609585965844305,f,g,-1.0843636015014322,-0.18010055403752187,+
250,b,-0.6200322186223028,-0.8248735498694113,u,g,c,v,-0.6062276558639915,f,f,-0.5412592313176405,f,g,-0.49033554459003215,-0.1827731000827898,+
251,b,2.2109481602127183,0.7669521076856404,u,g,e,h,1.5043447734412398,t,t,0.14505415846950548,f,g,-1.0843636015014322,-0.1827731000827898,+
252,b,-0.16652821178825228,-0.14730640654508492,y,p,i,v,-0.6309307713496416,f,f,-0.5412592313176405,t,g,1.3570917124044217,-0.1827731000827898,-
253,b,1.0067251632455823,-0.5028513843014781,u,g,i,bb,-0.4255861238751751,t,f,-0.5412592313176405,f,g,2.2421935172024074,-0.1827731000827898,-
254,a,0.5977118786616566,-0.06299145467714025,u,g,c,v,-0.6185792136068166,f,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.1827731000827898,-
255,b,0.7320778130600952,0.05586215217285403,u,g,i,bb,-0.5923321534033134,f,f,-0.5412592313176405,f,g,2.1827907115112675,-0.1827731000827898,-
256,b,-0.16961056431810415,1.6812106219163654,u,g,d,h,-0.5027833597678316,f,f,-0.5412592313176405,f,g,0.2700203682565598,-0.1827731000827898,-
257,a,-0.7890459725826027,1.409980596027917,u,g,k,h,-0.6309307713496416,f,f,-0.5412592313176405,f,g,0.8165261806150478,-0.1818822514010338,-
258,b,-0.0005968103578043906,-0.7314160128591594,u,g,ff,ff,-0.6571778315531449,f,t,-0.31248810138859184,f,g,-0.5140966668664881,-0.1793878750921171,-
259,b,0.2951772590727202,-0.4520592446219934,u,g,cc,bb,-0.5027833597678316,f,f,-0.5412592313176405,f,g,0.9828540365502397,-0.1827731000827898,-
260,a,-0.7400319839341158,0.7669521076856404,u,g,q,v,-0.11679718030454868,t,t,1.746452067972846,f,g,-0.6091411559723121,-0.006385061095107491,-
261,a,-0.5431309605703668,-0.04572212718611545,u,g,w,v,-0.3483888879825185,f,f,-0.5412592313176405,t,g,1.0541374033796078,-0.18170408166468263,-
262,b,1.175738917205882,-0.6552278033399324,u,g,c,v,0.1147945273734211,t,f,-0.5412592313176405,t,g,-0.25272432182547216,-0.1827731000827898,-
263,b,-0.6622856571123779,-0.7568120826989018,u,g,c,v,-0.5027833597678316,f,f,-0.5412592313176405,t,s,0.5789149578504877,-0.1827731000827898,-
264,b,-0.8245388609142658,1.0209128060830641,u,g,c,v,-0.5799805956604883,t,f,-0.5412592313176405,f,g,-0.25272432182547216,-0.1827731000827898,-
265,a,-0.2262301718948047,-0.24076394355533684,u,g,i,bb,-0.5027833597678316,t,f,-0.5412592313176405,t,g,-0.06857562418293818,-0.1827731000827898,-
266,b,1.73855471789368,-0.5455167816322453,y,p,ff,ff,-0.19399441619720528,f,f,-0.5412592313176405,f,g,-0.3715299332077522,-0.1825949303464386,-
267,a,2.069821675655868,0.47845275430616707,u,g,k,h,1.4271475375485834,t,t,0.14505415846950548,t,g,-0.49033554459003215,-0.1738646132652301,-
268,b,0.26728998966927087,-0.6887506155283922,u,g,i,bb,-0.6185792136068166,f,f,-0.5412592313176405,t,g,1.5293598489087277,0.6189907134975844,-
269,b,3.6822128884371272,2.900221974223999,y,p,ff,ff,-0.6448262738103198,f,t,-0.08371697145954318,f,g,-1.0843636015014322,-0.12023552262352061,-
270,b,0.8723592288471437,-0.6044356636604475,u,g,k,v,-0.5923321534033134,t,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.1827731000827898,-
271,b,-0.7400319839341158,-0.9345845715770984,y,p,k,v,-0.6185792136068166,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.1703012185382062,-
272,b,-1.0991862110997528,-0.9264578292283808,u,g,d,v,-0.5799805956604883,f,f,-0.5412592313176405,t,s,0.5789149578504877,-0.1827731000827898,-
273,b,-0.7755248722657789,-0.4855820568104533,u,g,k,v,-0.4255861238751751,f,f,-0.5412592313176405,f,g,-0.015113099060912188,-0.1827731000827898,-
274,a,-0.6487645567955541,1.3764577838394572,y,p,k,h,0.2691889991587343,f,f,-0.5412592313176405,t,g,-0.9655579901191521,-0.1799223843011707,-
275,a,-0.535525341642153,-0.7060199430194171,u,g,ff,ff,-0.6571778315531449,t,f,-0.5412592313176405,f,g,-0.6091411559723121,-0.1827731000827898,-
276,a,0.30193780923113206,-0.7060199430194171,y,p,i,h,-0.5027833597678316,f,f,-0.5412592313176405,t,g,-0.13391871044319217,-0.1827731000827898,-
