,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
414,a,0.16841694360249537,-0.35047496526302385,y,p,aa,v,-0.03959994441189208,f,f,-0.5412592313176405,f,g,-0.015113099060912188,-0.1827731000827898,-
415,b,-0.6065111183054792,-0.7822081525386442,u,g,m,v,-0.6309307713496416,f,t,0.37382528839855417,f,g,0.4244676630535238,0.164657885802039,-
416,b,-0.7189052646890783,1.3764577838394572,u,g,i,v,-0.5290304199713349,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
417,b,-0.5642576798154042,-0.7060199430194171,u,g,c,v,-0.5799805956604883,f,f,-0.5412592313176405,f,g,-0.43093273889889216,-0.1827731000827898,-
418,a,2.224469260529542,-0.5536435239809628,u,g,ff,ff,1.3499503016559267,f,t,-0.31248810138859184,f,g,-1.0843636015014322,-0.18099140271927786,-
419,b,-0.6555251069539659,-0.3169521530745639,y,p,k,v,-0.5290304199713349,f,t,-0.31248810138859184,t,g,0.5789149578504877,-0.16851952117469426,-
420,a,-0.07073751825132865,-0.6806238731796747,u,g,w,h,-0.6448262738103198,f,t,0.14505415846950548,f,g,-1.0843636015014322,-0.17689349878320038,-
421,b,-0.7045390956024528,-0.9254419864347911,u,g,m,v,-0.6309307713496416,f,f,-0.5412592313176405,f,s,-1.0843636015014322,-0.1827731000827898,-
422,a,-1.2825661341466783,-0.8919191742463312,u,g,ff,ff,-0.6571778315531449,f,t,-0.31248810138859184,f,g,-0.13391871044319217,-0.1603237133025393,-
423,a,-0.31073704887495457,-0.35047496526302385,u,g,m,v,0.2043433210089028,f,t,-0.31248810138859184,t,g,0.5789149578504877,-0.18099140271927786,-
424,a,-0.3031314299467408,-0.5455167816322453,u,g,w,v,-0.5799805956604883,f,f,-0.5412592313176405,t,g,-0.015113099060912188,-0.1738646132652301,-
425,b,-0.6343983877089285,-0.875665689548896,y,p,c,v,-0.6448262738103198,f,t,-0.08371697145954318,f,g,-0.32400768865484014,-0.18170408166468263,-
426,a,0.618838597906694,0.05586215217285403,u,g,cc,v,3.511472906650311,t,f,-0.5412592313176405,t,g,4.737111356230288,-0.1827731000827898,-
427,b,2.7103838031654037,-0.8502696197091537,u,g,c,v,-0.4765362995643284,t,t,0.14505415846950548,t,g,-0.015113099060912188,-0.1827731000827898,-
428,b,-1.0358060533646405,-0.6044356636604475,y,p,c,v,0.06384435168426775,f,f,-0.5412592313176405,t,g,-0.41905217776066417,-0.18170408166468263,-
429,b,-0.7611587031791534,0.8685363870446099,u,g,aa,v,-0.6309307713496416,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
430,b,-0.6977785454440409,-0.8076042223783865,u,g,m,v,-0.5027833597678316,f,f,-0.5412592313176405,t,s,0.8165261806150478,-0.1827731000827898,-
431,b,-0.6200322186223028,-0.8411270345668465,y,p,cc,h,-0.6185792136068166,f,f,-0.5412592313176405,f,g,0.34130373508592776,-0.1825949303464386,-
432,b,0.37968413605287005,-0.46932857211301815,u,g,w,v,-0.6185792136068166,f,t,-0.08371697145954318,f,g,0.2224981237036478,-0.1825949303464386,-
433,a,1.7951743254703805,0.4621992696087319,u,g,aa,h,0.2691889991587343,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
434,b,0.5909513285032447,1.0971010156022911,y,p,k,v,-0.6185792136068166,f,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.1827731000827898,-
435,a,-0.2262301718948047,-0.6217049911514724,u,g,q,v,0.08854746716991788,t,f,-0.5412592313176405,t,g,1.5293598489087277,-0.1827731000827898,-
436,b,-0.8600317492459288,-0.12191033670534256,y,p,i,h,-0.6448262738103198,f,f,-0.5412592313176405,f,g,-0.25272432182547216,-0.16495612644767038,-
437,b,0.2884167089143083,-0.7405585980014666,u,g,m,v,-0.2974387122933651,f,f,-0.5412592313176405,f,s,-0.9180357455662401,-0.1827731000827898,-
438,b,-1.1558058186764535,1.0717049457625487,u,g,w,h,-0.6062276558639915,f,t,-0.31248810138859184,f,g,-0.3715299332077522,-0.1825949303464386,-
439,b,-0.0994698564245799,-0.7486853403501842,y,p,i,bb,-0.5027833597678316,t,t,1.746452067972846,t,g,-0.30024656637838415,-0.17778434746495636,-
440,b,0.5275711707681323,-0.6044356636604475,y,p,c,bb,-0.5799805956604883,t,f,-0.5412592313176405,t,g,-0.11015758816673618,-0.1115052055423121,-
441,b,-0.16652821178825228,0.05586215217285403,y,p,aa,v,1.9675281887971794,t,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
442,a,0.06278334737730802,0.259030710890793,u,g,d,v,-0.2711916520898619,f,f,-0.5412592313176405,f,g,0.5313927132975758,-0.1827731000827898,-
443,b,0.20390983193415846,-0.7060199430194171,u,g,w,v,-0.2974387122933651,f,f,-0.5412592313176405,f,g,-0.3715299332077522,-0.1827731000827898,-
444,b,0.013769358728821233,2.189132018711213,u,g,c,v,-0.5027833597678316,t,f,-0.5412592313176405,f,g,-0.3715299332077522,-0.1827731000827898,-
445,b,-0.7611587031791534,-0.8665231044065889,u,g,k,v,-0.6185792136068166,f,f,-0.5412592313176405,t,g,0.5789149578504877,-0.1729737645834741,-
446,b,1.780808156383755,-0.6806238731796747,y,p,c,h,2.263965574624981,t,f,-0.5412592313176405,t,g,0.10369251232136781,-0.16495612644767038,-
447,a,-0.1484838450730667,-0.7395427552078769,y,p,x,v,-0.3483888879825185,f,f,-0.5412592313176405,f,g,0.5789149578504877,-0.18045689351022426,-
448,b,-0.3242581491917783,1.5796263425573962,u,g,aa,bb,-0.5799805956604883,f,f,-0.5412592313176405,t,g,3.1926384082606476,-0.1827731000827898,-
449,b,0.09067061678075733,-0.2488906859040544,u,g,k,v,-0.5027833597678316,f,f,-0.5412592313176405,t,g,0.2937814905330158,-0.1827731000827898,-
450,b,-0.9512991763844906,-0.9599806414168407,u,g,d,v,-0.5027833597678316,f,f,-0.5412592313176405,f,g,-0.22896319954901617,-0.1827731000827898,-
451,b,-0.49327190315207803,-0.8502696197091537,u,g,w,v,-0.6062276558639915,f,t,-0.31248810138859184,f,g,0.5313927132975758,-0.10366573714285955,-
452,a,0.46419101303301996,-0.0030567298553482746,u,g,ff,ff,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.1827731000827898,-
453,b,-0.4510184646620031,-0.7822081525386442,u,g,k,v,-0.54138197771416,f,t,-0.08371697145954318,t,g,-0.050754782475596186,-0.1822385908737362,-
454,a,-0.9867920647161537,-0.8248735498694113,u,g,w,v,-0.14304424050805192,f,f,-0.5412592313176405,f,g,0.2224981237036478,-0.1818822514010338,-
455,b,-0.7679192533375652,1.503438133038169,u,g,c,v,0.37263329525489414,f,t,-0.08371697145954318,t,g,-0.015113099060912188,-0.1519497356940332,-
456,b,-0.296370879788329,-0.6978932006706995,u,g,k,h,-0.5799805956604883,f,f,-0.5412592313176405,t,s,-0.25272432182547216,-0.1827731000827898,-
457,b,-1.050172222451266,-0.875665689548896,y,p,c,v,-0.6062276558639915,f,t,-0.31248810138859184,f,g,0.10369251232136781,-0.1825949303464386,-
458,b,0.08391006662234549,1.8843791806343044,y,p,ff,ff,-0.6571778315531449,f,t,-0.08371697145954318,f,g,-0.13391871044319217,-0.1825949303464386,-
459,b,0.04841717829068239,-0.9518538990681231,y,p,m,v,-0.6448262738103198,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
460,b,-0.691017995285629,-0.4520592446219934,u,g,ff,ff,-0.6309307713496416,f,f,-0.5412592313176405,t,g,-0.49033554459003215,0.5669651504830356,-
461,b,0.5132050016815067,-0.41853643243353345,u,g,cc,v,-0.6062276558639915,f,f,-0.5412592313176405,t,g,-1.0843636015014322,-0.09351006217084147,-
462,a,0.15405077451586974,-0.62983173350019,u,g,d,v,-0.4904318020250066,f,f,-0.5412592313176405,t,g,-1.0843636015014322,-0.1827731000827898,-
463,a,2.1610891027944295,-0.09651426686560019,y,p,ff,ff,0.8867668862999871,f,f,-0.5412592313176405,t,g,-1.0843636015014322,-0.18206042113738502,-
464,b,-0.8600317492459288,1.0889742732535739,y,p,e,h,-0.2711916520898619,f,f,-0.5412592313176405,f,g,0.4601093464682078,-0.1827731000827898,-
465,b,-1.1980592571665283,-0.2915560832348216,u,g,i,v,-0.553733535456985,f,f,-0.5412592313176405,t,g,-0.25272432182547216,-0.1824167606100874,-
466,a,-0.8879190186493782,0.9782474087522967,u,g,i,v,-0.6448262738103198,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.004603363731595549,-
467,a,-1.2960872344635022,-0.37587103510276626,u,g,q,v,-0.6309307713496416,f,f,-0.5412592313176405,f,g,-0.3715299332077522,-0.1827731000827898,-
468,b,3.2039039647294794,0.8685363870446099,u,g,ff,ff,0.5779779427293606,f,t,-0.31248810138859184,f,g,-0.6685439616634521,-0.18170408166468263,-
469,b,-0.7822854224241907,0.631845016138211,y,p,i,bb,-0.6062276558639915,f,f,-0.5412592313176405,t,g,0.08912468140187388,-0.1827731000827898,-
470,b,-0.7822854224241907,-0.799477480029669,u,g,w,v,-0.5676290379176632,f,t,-0.31248810138859184,f,g,1.4105542375264477,-0.1323510646954018,-
471,a,1.1613727481192564,-0.028452799695090642,u,g,k,h,-0.3483888879825185,f,f,-0.5412592313176405,t,s,0.34130373508592776,-0.1827731000827898,-
472,b,-0.9512991763844906,-0.7060199430194171,y,p,k,v,-0.6185792136068166,f,f,-0.5412592313176405,f,g,-0.25272432182547216,-0.18206042113738502,-
473,b,-0.9158062880528275,-0.7395427552078769,u,g,q,v,-0.19399441619720528,f,f,-0.5412592313176405,f,g,-0.44281330003712016,-0.18152591192833142,-
474,b,0.5275711707681323,-0.7903348948873617,u,g,e,v,-0.6448262738103198,f,f,-0.5412592313176405,f,g,-0.3715299332077522,-0.1818822514010338,-
475,b,0.36531796696624447,-0.8076042223783865,u,g,k,v,-0.19399441619720528,f,f,-0.5412592313176405,t,g,0.2878412099639018,-0.1827731000827898,-
476,b,-0.8524261303177151,-0.7822081525386442,y,p,c,h,-0.5799805956604883,f,f,-0.5412592313176405,f,g,0.5789149578504877,-0.14642647386714616,-
477,b,-1.0712989416963035,0.20011182886259068,u,g,d,v,-0.4904318020250066,f,f,-0.5412592313176405,f,g,-0.3715299332077522,-0.1827731000827898,-
478,b,0.23179710133760778,0.07313147966387883,y,p,i,bb,-0.32214182777901523,f,f,-0.5412592313176405,t,g,1.7669710716732876,-0.1827731000827898,-
479,a,1.7672870560669312,-0.9599806414168407,y,p,ff,ff,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
480,b,-0.5287647914837411,1.4780420631984268,u,g,k,v,0.037597291480764516,t,t,-0.08371697145954318,t,g,-0.3715299332077522,-0.1818822514010338,-
481,b,0.6475709360799453,-0.6044356636604475,u,g,k,v,-0.5027833597678316,f,f,-0.5412592313176405,t,g,0.6977205692327677,-0.1824167606100874,-
482,b,0.09067061678075733,0.5637835489677014,u,g,e,bb,-0.16774735599370205,t,f,-0.5412592313176405,t,s,1.4105542375264477,-0.1827731000827898,-
483,b,-0.4020044760135163,-0.4093938472912262,y,p,c,v,-0.6309307713496416,f,f,-0.5412592313176405,f,s,-0.6091411559723121,-0.1827731000827898,-
484,b,-1.2681999650600526,-0.9599806414168407,y,p,aa,v,-0.5799805956604883,f,f,-0.5412592313176405,f,g,-0.7279467673545921,-0.1827731000827898,-
485,b,0.30193780923113206,-0.4520592446219934,y,p,w,v,0.2691889991587343,f,f,-0.5412592313176405,f,s,0.10369251232136781,-0.1827731000827898,-
486,a,-0.05721641793450495,1.206812037309978,u,g,q,h,-0.6309307713496416,f,t,2.2039943278309435,t,g,-0.31806740808572614,-0.1822385908737362,-
487,b,0.16165639344408353,-0.5028513843014781,y,p,cc,v,0.4235834709440475,f,f,-0.5412592313176405,t,g,0.10369251232136781,-0.1576511672572714,-
488,b,-0.7755248722657789,1.36833104149074,u,g,k,v,-0.16774735599370205,f,f,-0.5412592313176405,t,g,-0.49033554459003215,0.033168620374857634,-
489,a,-1.3104534035501276,-0.8837924318976136,u,g,c,v,-0.3483888879825185,f,f,-0.5412592313176405,f,g,-0.3715299332077522,-0.1795660448284683,-
490,b,-0.15524439523147854,-0.7060199430194171,u,g,w,v,-0.11679718030454868,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.1827731000827898,-
491,a,-0.6343983877089285,-0.815730964727104,u,g,w,v,-0.5799805956604883,f,t,-0.31248810138859184,t,g,0.34130373508592776,-0.18206042113738502,-
492,a,1.499400256039856,-0.6552278033399324,u,g,j,j,-0.6571778315531449,t,f,-0.5412592313176405,t,g,-0.49033554459003215,-0.17796251720130754,-
493,b,-0.2608779914566659,-0.8411270345668465,u,g,aa,v,-0.6448262738103198,f,f,-0.5412592313176405,f,g,0.4601093464682078,-0.003890684786190772,-
494,b,-0.2896103296299171,-0.14730640654508492,y,p,i,h,1.1183585939779568,t,t,-0.08371697145954318,t,g,-0.6388425588178821,-0.1827731000827898,-
495,b,-0.47975080283525434,-0.8919191742463312,u,g,k,h,0.4235834709440475,f,f,-0.5412592313176405,t,g,0.9353317919973277,-0.1827731000827898,-
496,a,0.4498248439463943,-0.9010617593886384,u,g,ff,ff,-0.6571778315531449,f,t,1.746452067972846,f,g,0.10369251232136781,-0.1795660448284683,-
497,a,-0.7045390956024528,-0.7060199430194171,u,g,q,v,-0.5799805956604883,f,f,-0.5412592313176405,t,g,-0.3715299332077522,-0.03863378337467365,-
498,b,0.23855765149601962,0.36061499024976246,u,g,aa,v,-0.6185792136068166,t,f,-0.5412592313176405,t,g,1.5471806906160697,-0.1827731000827898,-
499,b,-1.0848200420131273,1.1560198976304932,y,p,aa,v,-0.6185792136068166,t,f,-0.5412592313176405,f,g,-0.3715299332077522,-0.11595944895109195,-
500,b,-0.3876383069268907,2.003232787484299,u,g,i,bb,-0.6571778315531449,f,f,-0.5412592313176405,t,g,-0.026993660199140186,-0.1827731000827898,-
501,b,-0.9935526148745655,0.9873899938946042,u,g,aa,v,-0.41323456613235,f,f,-0.5412592313176405,f,g,-0.6091411559723121,-0.1204136923598718,-
502,b,-0.16652821178825228,-0.9518538990681231,y,p,d,v,0.6551751786220172,f,f,-0.5412592313176405,t,g,1.6481654602910076,-0.1827731000827898,-
503,b,-0.2896103296299171,-0.6552278033399324,u,g,w,v,0.037597291480764516,f,t,-0.31248810138859184,t,g,-0.49033554459003215,-0.1822385908737362,-
504,b,-0.9512991763844906,1.284016089622795,u,g,c,v,-0.03959994441189208,f,f,-0.5412592313176405,t,g,-0.27648544410192816,-0.1827731000827898,-
505,b,-1.092425660941341,-0.7141466853681346,y,p,e,dd,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-0.49033554459003215,-0.1827731000827898,-
506,a,-0.9935526148745655,-0.9264578292283808,u,g,q,v,-0.6448262738103198,f,f,-0.5412592313176405,t,g,1.1729430147618878,-0.1827731000827898,-
507,b,-0.9158062880528275,-0.9599806414168407,u,g,c,v,-0.6571778315531449,f,f,-0.5412592313176405,f,p,0.08912468140187388,-0.1827731000827898,-
508,b,-0.176371114476516,-0.2488906859040544,u,g,w,v,0.4235834709440475,t,t,0.14505415846950548,t,g,0.8699887057370738,-0.1827731000827898,-
509,a,0.8723592288471437,-0.7486853403501842,u,g,aa,v,-0.4518331840786783,f,f,-0.5412592313176405,f,g,0.34130373508592776,-0.14054687256755677,-
510,b,-1.1059467612581646,1.1224970854420335,u,g,c,h,-0.32214182777901523,f,f,-0.5412592313176405,f,g,0.8165261806150478,-0.18045689351022426,-
511,b,-0.014962979444430015,-0.6552278033399324,y,p,w,v,-0.6448262738103198,f,f,-0.5412592313176405,f,s,-0.13391871044319217,-0.1827731000827898,-
512,b,-0.9445386262260786,-0.909188501737356,u,g,q,v,-0.6185792136068166,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.1827731000827898,-
513,b,-0.6555251069539659,-0.4012671049425086,u,g,ff,ff,0.7323724145146739,f,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.17831885667400993,-
514,a,-0.49327190315207803,-0.7314160128591594,u,g,q,v,-0.2588400943470368,t,t,-0.08371697145954318,f,g,0.10369251232136781,-0.1827731000827898,-
515,b,-0.41637064510014193,1.6812106219163654,u,g,e,dd,-0.6571778315531449,f,f,-0.5412592313176405,t,g,-0.25272432182547216,0.014995307267035818,-
516,b,-1.1693269189932771,0.36061499024976246,u,g,i,v,-0.6185792136068166,f,f,-0.5412592313176405,f,g,-0.7279467673545921,-0.16495612644767038,-
517,b,0.43630374362957064,-0.8076042223783865,y,p,d,v,-0.4765362995643284,f,f,-0.5412592313176405,f,g,0.34130373508592776,-0.1822385908737362,-
518,a,-0.7256658148474903,-0.8919191742463312,u,g,q,v,-0.4255861238751751,f,f,-0.5412592313176405,f,s,-0.13391871044319217,-0.1827731000827898,-
519,b,1.1892600175227057,-0.7568120826989018,u,g,q,v,-0.6185792136068166,f,f,-0.5412592313176405,t,g,0.4779301881755498,-0.1827731000827898,-
520,a,-0.3952439258551045,-0.4439325022732758,y,p,ff,ff,-0.6571778315531449,f,f,-0.5412592313176405,t,g,-0.015113099060912188,-0.17208291590171815,-
521,b,-0.12735712582802922,-0.8248735498694113,u,g,w,v,-0.5799805956604883,f,f,-0.5412592313176405,t,g,0.6977205692327677,-0.1827731000827898,-
522,b,0.31630397831775764,-0.4520592446219934,u,g,i,v,-0.3483888879825185,f,f,-0.5412592313176405,t,g,0.1630953180125078,-0.1827731000827898,-
523,b,0.6053174975898704,-0.8167468075206937,u,g,c,v,-0.54138197771416,f,t,-0.08371697145954318,f,g,0.2521995265492178,-0.09368823190719267,-
524,a,3.2317912341329285,0.259030710890793,u,g,ff,ff,-0.6571778315531449,f,f,-0.5412592313176405,f,s,-1.0843636015014322,-0.1827731000827898,-
525,b,-0.8245388609142658,1.3764577838394572,u,g,i,v,-0.5027833597678316,t,f,-0.5412592313176405,t,g,-0.49033554459003215,-0.1706575580109086,-
526,a,-1.0712989416963035,1.0717049457625487,u,g,d,v,-0.5290304199713349,f,f,-0.5412592313176405,f,g,-0.6091411559723121,-0.17528997115603964,-
527,b,0.20390983193415846,-0.5201207117925029,u,g,c,v,-0.19399441619720528,f,f,-0.5412592313176405,f,p,-0.3715299332077522,-0.1827731000827898,-
528,a,0.04165662813227055,-0.35047496526302385,y,p,j,j,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.1792097053557659,-
529,b,0.6898243745700203,-0.6125624060091651,y,p,m,v,-0.6062276558639915,f,f,-0.5412592313176405,f,s,1.2917486261441677,-0.1827731000827898,-
530,b,0.9779928250723311,-0.7060199430194171,u,g,m,v,3.6272687604892964,f,t,-0.31248810138859184,t,g,1.0066151588266956,-0.16281808961145602,-
531,a,-0.8600317492459288,0.05586215217285403,y,p,ff,ff,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
532,a,-0.9867920647161537,-0.8248735498694113,y,p,c,v,-0.3483888879825185,f,t,-0.31248810138859184,f,g,10.796197536726567,-0.1824167606100874,-
533,b,1.097992590384144,-0.8583963620578713,u,g,m,v,2.662303311831089,t,f,-0.5412592313176405,f,s,1.2917486261441677,-0.1827731000827898,-
534,b,-1.050172222451266,-0.9599806414168407,u,g,q,v,-0.4518331840786783,f,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.1825949303464386,-
535,b,-1.0636933227680898,0.05586215217285403,u,g,q,v,-0.54138197771416,t,t,-0.08371697145954318,f,g,-1.0843636015014322,-0.17600265010144442,-
536,a,-0.5498915107287786,1.8163177134637947,u,g,q,h,-0.19399441619720528,f,f,-0.5412592313176405,f,g,0.5789149578504877,-0.1825949303464386,-
537,b,0.7878523518669939,-0.2915560832348216,u,g,m,v,0.4235834709440475,f,f,-0.5412592313176405,t,s,1.2917486261441677,-0.1827731000827898,-
538,b,0.4286981247013569,-0.1899718038758521,u,g,w,v,-0.2974387122933651,t,f,-0.5412592313176405,t,g,0.10369251232136781,-0.1827731000827898,-
539,a,-0.9445386262260786,-0.7060199430194171,u,g,c,v,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
540,b,-0.8879190186493782,0.07313147966387883,y,p,j,v,-0.5676290379176632,f,f,-0.5412592313176405,f,g,-0.25272432182547216,-0.14998986859417004,-
541,b,-0.38087775676847885,-0.5536435239809628,u,g,d,v,-0.4255861238751751,f,f,-0.5412592313176405,t,g,-0.6091411559723121,-0.1827731000827898,-
542,b,0.1963042130059447,-0.909188501737356,u,g,i,bb,0.5779779427293606,f,f,-0.5412592313176405,t,s,1.4105542375264477,-0.1827731000827898,-
543,a,-0.7189052646890783,0.2925535230792529,u,g,aa,v,-0.6062276558639915,f,f,-0.5412592313176405,f,g,0.2224981237036478,-0.004603363731595549,-
544,a,0.7667256326219564,0.6907638981664133,y,p,k,v,-0.6062276558639915,f,t,-0.08371697145954318,f,g,0.08912468140187388,-0.1795660448284683,-
545,b,0.6965849247284321,-0.62983173350019,u,g,c,v,-0.19399441619720528,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.12647146339581242,-
546,a,-1.2614394149016408,-0.9173152440860736,u,g,aa,v,-0.6185792136068166,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.1825949303464386,-
547,b,-0.9791864457879399,1.0717049457625487,y,p,k,h,-0.3993390636716718,t,f,-0.5412592313176405,t,g,-0.25272432182547216,-0.1827731000827898,-
548,a,0.2106703820925703,-0.8076042223783865,u,g,k,bb,-0.3483888879825185,t,t,0.14505415846950548,t,g,0.17497587915073579,-0.1827731000827898,-
549,b,-0.4721451839070406,-0.5109781266501957,y,p,aa,v,0.5779779427293606,t,f,-0.5412592313176405,f,g,0.03240914549199981,-0.1827731000827898,-
550,b,-0.5076380722387037,-0.7568120826989018,u,g,aa,v,-0.5027833597678316,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.1827731000827898,-
551,a,-0.9158062880528275,1.1732892251215183,y,p,x,h,-0.6571778315531449,f,f,-0.5412592313176405,t,g,-0.16956039385787616,-0.17707166851955158,-
